ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2403845,Source2,3,2018-12-18 06:57:50,2018-12-18 07:27:24,41.286049,-96.075478,,,0.0,Accident on I-680 Eastbound at Exit 4 NE-64 Maple Rd.,Maple St,Omaha,Douglas,NE,68134,US,US/Central,KMLE,2018-12-18 06:55:00,35.8,31.9,77.0,30.01,10.0,SSE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-198693,Source2,2,2017-01-03 18:12:03,2017-01-03 18:41:48,41.03593400000001,-73.946007,,,0.01,Right hand shoulder blocked due to accident on Palisades Interstate Pkwy Southbound near Exits 5N 5S NY-303.,Route 303,Orangeburg,Rockland,NY,10962,US,US/Eastern,KHPN,2017-01-03 17:56:00,43.0,36.0,89.0,29.6,1.2,ENE,13.8,0.01,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5145669,Source1,2,2022-12-14 17:44:00,2022-12-14 19:23:04,38.722103,-121.225748,38.722738,-121.225741,0.044,Incident on SIERRA COLLEGE BLVD NB near OLD AUBURN RD Expect delays.,Old Auburn Rd,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2022-12-14 17:45:00,45.0,45.0,76.0,30.11,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-4376836,Source1,2,2022-12-22 23:03:52,2022-12-23 00:18:52,37.382588,-77.515291,37.382533,-77.51503199999998,0.015,Incident on DEERFIELD DR near IRON BRIDGE RD Drive with caution., Deerfield Dr,Chesterfield,Chesterfield,VA,23832-6414,US,US/Eastern,KFCI,2022-12-22 22:56:00,42.0,37.0,,29.36,3.0,SW,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-766256,Source2,2,2021-12-24 08:57:40,2021-12-24 10:00:14,42.222538,-71.032257,,,0.0,Accident on I-93 Northbound near Exit 6 / MA-37.,I-93 S,Braintree,Norfolk,MA,02184,US,US/Eastern,KMQE,2021-12-24 08:53:00,26.0,26.0,71.0,30.13,8.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2506833,Source2,2,2018-10-09 16:31:07,2018-10-09 17:00:43,39.674141,-86.018608,,,0.0,Accident on Franklin Rd at Indian Creek Rd.,Indian Creek Rd S,Indianapolis,Marion,IN,46259-1360,US,US/Eastern,KGEZ,2018-10-09 16:53:00,86.0,,46.0,29.98,10.0,South,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-5453416,Source1,2,2022-08-16 12:33:00,2022-08-16 14:07:00,30.480104,-91.088653,30.480124,-91.087521,0.067,Incident on SYBLE DR near KIMBERLY DR Drive with caution., Crestaire Dr,Baton Rouge,East Baton Rouge,LA,70814-2818,US,US/Central,KBTR,2022-08-16 12:53:00,91.0,91.0,66.0,29.91,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4004975,Source1,2,2022-09-19 17:49:56.000000,2022-09-19 18:21:26.000000,35.407345,-86.879657,35.419921,-86.877382,0.878,Stationary traffic on I-65 N from TN-129/Exit 27 (I-65) to TN-373/Mooresville Hwy/Exit 32 (I-65) due to accident.,I-65 N,Lewisburg,Marshall,TN,37091,US,US/Central,KMRC,2022-09-19 17:50:00,90.0,90.0,43.0,29.25,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4031555,Source1,2,2022-06-19 16:02:05,2022-06-19 16:47:25,41.85388,-88.03954,41.854229,-88.039789,0.027,Closed between I-88/IL-56/Butterfield Rd and IL-64/North Ave - Road closed due to accident.,Veterans Memorial Tollway,Glen Ellyn,DuPage,IL,60137,US,US/Central,KDPA,2022-06-19 15:52:00,83.0,83.0,26.0,29.34,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2472242,Source2,2,2018-11-21 17:50:10,2018-11-21 18:19:58,40.625484,-89.619049,,,0.0,Accident on IL-29 Radio City Dr Northbound at Main St.,Wesley Rd,Pekin,Tazewell,IL,61554,US,US/Central,KPIA,2018-11-21 17:54:00,33.1,26.1,82.0,30.36,10.0,East,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2599936,Source2,2,2018-09-21 15:29:50,2018-09-21 15:59:36,33.502201,-112.091278,,,0.0,Accident on 15th Ave at Campbell Ave.,W Campbell Ave,Phoenix,Maricopa,AZ,85015-3821,US,US/Mountain,KPHX,2018-09-21 15:51:00,100.9,,20.0,29.79,10.0,WSW,9.2,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5747702,Source1,4,2021-10-21 19:17:30,2021-10-21 21:28:18,39.049016,-94.646954,39.048296,-94.647113,0.05,Closed road from 18th Street Expy S to US-69 S due to accident.,18th Street Expy S,Kansas City,Wyandotte,KS,66103,US,US/Central,KNKA,2021-10-21 18:54:00,55.0,55.0,57.0,29.33,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7115560,Source1,2,2020-03-14 09:51:00,2020-03-14 11:22:45,37.808253,-122.366974,37.808253,-122.366974,0.0,At Treasure Island Rd - Accident.,I-80 E,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-03-14 09:53:00,52.0,52.0,89.0,30.02,4.0,W,12.0,0.08,Rain,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-878443,Source2,2,2021-09-29 05:43:12,2021-09-29 06:12:39,29.923555,-95.62825,,,0.0,Left hand shoulder blocked due to accident on Us-290 Eastbound at Huffmeister Rd.,Northwest Fwy E,Houston,Harris,TX,77065,US,US/Central,KDWH,2021-09-29 05:49:00,68.0,68.0,94.0,29.71,9.0,N,10.0,0.14,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2519219,Source2,3,2018-10-15 17:06:38,2018-10-15 17:36:18,33.496246,-86.91031600000002,,,0.0,Accident on I-59 I-20 Southbound at Exit 119A I-20.,I-59 N,Fairfield,Jefferson,AL,35064,US,US/Central,KBHM,2018-10-15 16:53:00,84.0,,51.0,30.08,10.0,WNW,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1093513,Source2,3,2021-04-06 08:40:47,2021-04-06 09:09:46,29.740192,-95.265488,,,0.0,Lane blocked due to accident on I-610 Southbound after Exit 28 Clinton Dr.,I-610 S,Houston,Harris,TX,77029,US,US/Central,KHOU,2021-04-06 08:35:00,71.0,71.0,84.0,29.92,10.0,SSE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3788616,Source1,2,2022-10-10 07:41:31,2022-10-10 09:26:31,32.906539,-87.881213,32.909549,-87.876162,0.359,Incident on I-20 EB near MM 44 Drive with caution.,I-59,Eutaw,Greene,AL,35462,US,US/Central,KDYA,2022-10-10 07:56:00,49.0,49.0,90.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5955221,Source1,2,2021-11-24 16:46:50.000000000,2021-11-24 19:06:07.000000000,34.047333,-81.102824,34.049867,-81.106087,0.256,Slow traffic on US-176 W - US-176 E from Zimalcrest Dr to Lawrence St due to accident., Zimalcrest Dr,Columbia,Richland,SC,29210-6534,US,US/Eastern,KCAE,2021-11-24 16:56:00,54.0,54.0,26.0,30.12,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5966667,Source1,2,2021-05-29 17:48:56,2021-05-29 19:11:48,33.027361,-80.538414,33.029244,-80.537205,0.148,Incident on SIDNEYS RD near JASON LN Drive with caution., Sidneys Rd,Round O,Colleton,SC,29474-4450,US,US/Eastern,KRBW,2021-05-29 17:55:00,84.0,84.0,48.0,29.7,3.0,SW,7.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5803428,Source1,2,2021-10-22 16:48:00.000000000,2021-10-22 18:07:00.000000000,45.300784,-122.964434,45.301129,-122.97409,0.47,Slow traffic on OR-219 - OR-99W from OR-219/E 1st St/Villa Rd (Portland Rd/OR-99W) to OR-240/Main St (1st St/Hancock St/OR-99W) due to accident., E 1st St,Newberg,Yamhill,OR,97132-3222,US,US/Pacific,KUAO,2021-10-22 16:53:00,55.0,55.0,93.0,29.66,10.0,S,7.0,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2899982,Source2,2,2018-04-20 07:39:00,2018-04-20 08:23:44,34.232376,-118.473175,,,0.0,Accident on I-405 Southbound near Exit 69 Nordhoff St.,San Diego Fwy S,North Hills,Los Angeles,CA,91343,US,US/Pacific,KVNY,2018-04-20 07:51:00,53.1,,80.0,30.12,10.0,SE,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2689183,Source2,3,2018-07-06 14:02:58,2018-07-06 14:32:40,42.973927,-78.91156,,,0.0,Left lane blocked due to accident on I-190 Northbound at Exit 15 NY-325 Sheridan Dr.,Sheridan Dr,Tonawanda,Erie,NY,14150,US,US/Eastern,KBUF,2018-07-06 13:54:00,73.9,,43.0,30.25,10.0,NNW,17.3,,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-7611161,Source1,2,2018-03-27 10:32:16,2018-03-27 16:32:16,25.73778,-80.38459,25.7325,-80.38436,0.365,At SR-976/40th St/Exit 23 - Accident. Right lane blocked.,Florida's Tpke S,Miami,Miami-Dade,FL,33175,US,US/Eastern,KTMB,2018-03-27 10:53:00,75.0,,53.0,30.25,10.0,ENE,26.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3472193,Source1,3,2016-11-19 19:55:15,2016-11-20 01:55:15,33.93809,-84.35795,33.92732,-84.35795999999998,0.7440000000000001,At Abernathy Rd/Exit 5 - Accident.,GA-400 S,Atlanta,Fulton,GA,30328,US,US/Eastern,KPDK,2016-11-19 19:53:00,46.9,,34.0,30.23,10.0,WNW,8.1,,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7201982,Source1,3,2020-04-28 06:33:56,2020-04-28 07:03:56,40.09731,-74.14241,40.09731,-74.14241,0.0,At CR-549/Exit 91 - Accident. Hard shoulder blocked.,Garden State Pkwy N,Brick,Ocean,NJ,08724,US,US/Eastern,KBLM,2020-04-28 06:56:00,42.0,36.0,89.0,29.99,10.0,NW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1283957,Source2,4,2020-11-03 11:36:54,2020-11-03 12:51:31,30.685755,-88.040947,,,1.690000057220459,Right lane blocked due to accident on I-10 Westbound from Exit 27 US-90 to Exit 26B Water St.,I-10 E,Mobile,Mobile,AL,36602,US,US/Central,KBFM,2020-11-03 11:53:00,65.0,65.0,28.0,30.32,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1179731,Source2,2,2021-01-26 07:40:29,2021-01-26 08:38:39,34.124382000000004,-80.784386,,,0.0,Accident on I-20 Westbound before Exit 82.,I-20 W,Elgin,Kershaw,SC,29045,US,US/Eastern,KCDN,2021-01-26 07:35:00,63.0,63.0,100.0,29.55,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4169506,Source1,2,2022-10-16 16:39:58,2022-10-16 17:00:30,34.344612,-119.420208,34.321256,-119.388384,2.4290000000000003,Slow traffic on Ventura Fwy S - US-101 S - El Camino Real S from Old Pacific Coast Hwy (US-101) to CA-1 (South) (US-101) due to accident.,CA-1,Ventura,Ventura,CA,93001,US,US/Pacific,KOXR,2022-10-16 16:51:00,67.0,67.0,76.0,29.96,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7457447,Source1,3,2019-01-04 19:10:37,2019-01-04 19:40:20,39.74984,-105.01722,39.751249,-105.01662,0.102,At 23rd Ave/Exit 211 - Accident.,US-87 N,Denver,Denver,CO,80211,US,US/Mountain,KBJC,2019-01-04 18:45:00,48.2,,32.0,30.0,10.0,North,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4038550,Source1,2,2022-01-14 16:32:32,2022-01-14 19:24:32,45.29091238953929,-93.77108931496728,45.27905238953929,-93.74314931496728,1.586,Construction on I-94 near MN-25 Drive with caution.,I-94 E,Monticello,Wright,MN,55362,US,US/Central,KMGG,2022-01-14 16:24:00,14.0,-1.0,73.0,29.22,5.0,NE,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2974843,Source2,2,2018-03-27 07:42:18,2018-03-27 08:12:06,34.190796,-118.941856,,,0.0,#1 lane blocked due to accident on US-101 Southbound at Exits 47B 47C Wendy Dr.,Ventura Fwy S,Newbury Park,Ventura,CA,91320,US,US/Pacific,KCMA,2018-03-27 07:55:00,57.9,,32.0,30.17,10.0,East,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6811549,Source1,2,2020-11-03 14:20:00,2020-11-04 02:30:21,25.910224,-80.324565,25.91552,-80.324678,0.366,Slow traffic from Hialeah to NW 167th St due to accident.,Palmetto Expy N,Hialeah,Miami-Dade,FL,33014,US,US/Eastern,KOPF,2020-11-03 13:53:00,78.0,78.0,50.0,30.09,10.0,NE,22.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3488335,Source1,2,2016-08-10 08:52:17,2016-08-10 14:52:17,35.30955,-80.83934,35.309558,-80.839329,0.001,At US-21/Statesville Rd - Accident., Sunset Rd,Charlotte,Mecklenburg,NC,28269-2785,US,US/Eastern,KJQF,2016-08-10 08:52:00,75.2,,94.0,30.27,4.0,SSE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4533656,Source1,2,2023-01-19 11:22:56,2023-01-19 12:37:56,37.544187,-77.432056,37.54512,-77.43119399999998,0.08,Incident on N 8TH ST near E JACKSON ST RICH Drive with caution., E Leigh St,Richmond,Richmond City,VA,23219-1532,US,US/Eastern,KRIC,2023-01-19 10:54:00,51.0,51.0,80.0,29.72,10.0,SSE,7.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4934567,Source1,2,2022-08-18 15:54:00,2022-08-18 17:48:10,32.715106,-117.102876,32.701086,-117.094952,1.073,Incident on I-805 SB near MURRAY RIDGE Drive with caution.,I-805 S,San Diego,San Diego,CA,92102,US,US/Pacific,KSAN,2022-08-18 15:51:00,76.0,76.0,69.0,29.87,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7762071,Source1,4,2019-07-22 18:37:47,2019-07-22 19:07:26,39.420713,-76.67204699999998,39.42069,-76.67137,0.036,Closed at Falls Rd - Road closed due to accident.,Greenspring Valley Rd,Lutherville Timonium,Baltimore County,MD,21093,US,US/Eastern,KDMH,2019-07-22 18:54:00,82.0,,67.0,29.74,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5624843,Source1,2,2021-12-24 06:24:30,2021-12-24 06:38:30,41.10967040042348,-73.40308070147799,41.11945040042347,-73.37929070147798,1.411,Slow traffic on Governor John Davis Lodge Tpke - I-95 N from East Ave/Exit 16 (I-95) to CT-33/CT-136/Exit 17 (I-95) due to accident.,Governor John Davis Lodge Tpke,Norwalk,Western Connecticut,CT,06855,US,US/Eastern,KBDR,2021-12-24 06:52:00,27.0,18.0,89.0,30.12,10.0,NE,9.0,0.01,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-229182,Source2,2,2016-12-04 16:37:52,2016-12-04 17:22:33,40.095749,-75.285172,,,0.01,Accident on Butler Pike at Karrs Ln.,Butler Pike,Conshohocken,Montgomery,PA,19428-2115,US,US/Eastern,KLOM,2016-12-04 16:35:00,41.0,,61.0,30.17,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3004642,Source2,2,2018-02-11 13:49:19,2018-02-11 14:18:48,35.825092,-78.705765,,,0.0,Accident on Edwards Mill Rd near Duraleigh Rd.,Edwards Mill Rd,Raleigh,Wake,NC,27612-5366,US,US/Eastern,KRDU,2018-02-11 13:51:00,72.0,,76.0,29.97,10.0,SSW,15.0,0.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3768633,Source1,2,2022-11-12 13:34:08,2022-11-12 14:52:09,37.060242,-76.466477,37.059804,-76.46621999999998,0.033,Incident on JEFFERSON AVE near JEFFERSON AVE Drive with caution.,Jefferson Ave,Newport News,Newport News (City),VA,23601,US,US/Eastern,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4993328,Source1,2,2022-11-07 17:50:00,2022-11-07 19:32:53,30.467738,-91.139783,30.469422,-91.139854,0.116,Incident on N FOSTER DR near FAIRFIELDS AVE Drive with caution.,Fairfields Ave,Baton Rouge,East Baton Rouge,LA,70806,US,US/Central,KBTR,2022-11-07 17:53:00,77.0,77.0,74.0,30.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-4404091,Source1,2,2023-01-20 01:15:06.000000000,2023-01-20 02:37:00.000000000,36.155644,-86.789715,36.15552,-86.78999499999998,0.018,Incident on BROADWAY near 14TH AVE Drive with caution., Broadway,Nashville,Davidson,TN,37203,US,US/Central,KBNA,2023-01-20 00:53:00,41.0,36.0,62.0,29.46,10.0,W,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2083528,Source2,2,2019-05-04 15:40:27,2019-05-04 16:40:02,25.9107,-80.324501,,,0.5799999833106995,Exit ramp from FL-826 Northbound to NW 154th St lane blocked due to accident.,Palmetto Expy N,Hialeah,Miami-Dade,FL,33014,US,US/Eastern,KOPF,2019-05-04 15:53:00,87.0,87.0,59.0,29.92,10.0,S,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6871137,Source1,2,2020-10-22 22:10:00,2020-10-22 23:26:00,33.785051,-84.24600699999998,33.773551,-84.23520699999997,1.008,Incident on I-285 SB near GA-10 Expect long delays.,I-285,Scottdale,Dekalb,GA,30079,US,US/Eastern,KPDK,2020-10-22 21:53:00,69.0,69.0,84.0,29.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6949537,Source1,2,2020-10-18 23:53:30,2020-10-19 03:03:30,33.876584,-118.072113,33.876515000000005,-118.092726,1.182,Slow traffic on CA-91 from Bloomfield Ave (CA-91) to Studebaker Rd (CA-91) due to accident.,Artesia Fwy W,Cerritos,Los Angeles,CA,90703,US,US/Pacific,KFUL,2020-10-18 23:53:00,69.0,69.0,78.0,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3435365,Source1,2,2016-09-28 06:48:50,2016-09-28 12:48:50,45.06247000000001,-93.40094,45.05418,-93.40099,0.573,At CR-10/Bass Lake Rd - Accident.,US-169 S,Minneapolis,Hennepin,MN,55428,US,US/Central,KMIC,2016-09-28 06:53:00,50.0,,83.0,30.06,10.0,NNW,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3319925,Source2,2,2017-09-20 14:19:20,2017-09-20 14:48:48,40.072166,-76.28699499999998,,,0.0,Accident on Eden Rd Eastbound at Eden Rd / US-222.,US-222 S,Lancaster,Lancaster,PA,17601,US,US/Eastern,KLNS,2017-09-20 13:53:00,84.0,,55.0,29.93,10.0,NW,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5276418,Source1,2,2022-03-23 12:24:00,2022-03-23 14:31:40,37.42139697057047,-122.2244560712708,37.43243697057047,-122.2395860712708,1.127,Accident on Sand Hill Rd (I-280) from CA-84/Woodside Rd (I-280) to Junipero Serra Fwy N - I-280 N.,I-280,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,2022-03-23 12:47:00,61.0,61.0,77.0,30.19,10.0,N,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-586181,Source2,2,2022-06-22 09:38:26,2022-06-22 10:23:06,35.7813,-78.64166999999998,,,0.0,Crash on US-401 Mcdowell St at Edenton St.,N McDowell St,Raleigh,Wake,NC,27603-1735,US,US/Eastern,KRDU,2022-06-22 09:51:00,85.0,85.0,44.0,29.59,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,True,False,False,True,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6290610,Source1,2,2021-06-12 10:49:00,2021-06-12 13:37:48,34.008968,-117.973596,34.008534999999995,-117.972216,0.085,Incident on GARO ST near HOUSE 15444 Drive with caution., Garo St,Hacienda Heights,Los Angeles,CA,91745-2704,US,US/Pacific,KEMT,2021-06-12 10:53:00,78.0,78.0,42.0,29.75,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5205113,Source1,2,2022-07-02 09:03:00.000000000,2022-07-02 10:21:02.000000000,37.638574,-121.295978,37.638094,-121.295485,0.043,Incident on CA-33 near W VERNALIS RD Expect delays.,W Vernalis Rd,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2022-07-02 08:55:00,66.0,66.0,60.0,29.89,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-5752404,Source1,2,2021-03-02 05:20:00,2021-03-02 16:29:04,34.023781,-118.243389,34.030481,-118.257644,0.938,Slow traffic on I-10 W - Santa Monica Fwy W from Alameda St (I-10) to Maple Ave/Los Angeles St (I-10) due to accident.,I-10 W,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,2021-03-02 04:52:00,51.0,51.0,29.0,29.75,10.0,NNE,3.0,0.0,Fair,False,False,False,False,True,True,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2794942,Source2,2,2018-05-01 07:49:26,2018-05-01 08:19:14,35.770355,-78.669525,,,0.0,Accident on Centennial Pkwy at Blair Dr.,Blair Dr,Raleigh,Wake,NC,27606,US,US/Eastern,KRDU,2018-05-01 07:51:00,51.1,,80.0,30.25,10.0,WSW,6.9,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
